trade_date,pnl_net,pnl_gross,cost,scale,gate_on,regime_on,turnover
2017-04-06,,0.0,,1.0,,,
2017-04-07,,0.0,,1.0,,,
2017-04-10,,0.0,,1.0,,,
2017-04-11,,0.0,,1.0,,,
2017-04-12,,0.0,,1.0,,,
2017-04-13,,0.0,,1.0,,,
2017-04-14,,0.0,,1.0,,,
2017-04-17,,0.0,,1.0,,,
2017-04-18,,0.0,,1.0,,,
2017-04-19,,0.0,,1.0,,,
2017-04-20,,0.0,,1.0,,,
2017-04-21,,0.0,,1.0,,,
2017-04-24,,0.0,,1.0,,,
2017-04-25,,0.0,,1.0,,,
2017-04-26,,0.0,,1.0,,,
2017-04-27,,0.0,,1.0,,,
2017-04-28,,0.0,,1.0,,,
2017-05-02,,0.0,,1.0,,,
2017-05-03,,0.0,,1.0,,,
2017-05-04,,0.0,,1.0,,,
2017-05-05,,0.0,,1.0,,,
2017-05-08,,0.0,,1.0,,,
2017-05-09,,0.0,,1.0,,,
2017-05-10,,0.0,,1.0,,,
2017-05-11,,0.0,,1.0,,,
2017-05-12,,0.0,,1.0,,,
2017-05-15,,0.0,,1.0,,,
2017-05-16,,0.0,,1.0,,,
2017-05-17,,0.0,,1.0,,,
2017-05-18,,0.0,,1.0,,,
2017-05-19,,0.0,,1.0,,,
2017-05-22,,0.0,,1.0,,,
2017-05-23,,0.0,,1.0,,,
2017-05-24,,0.0,,1.0,,,
2017-05-25,,0.0,,1.0,,,
2017-05-26,,0.0,,1.0,,,
2017-05-31,,0.0,,1.0,,,
2017-06-01,,0.0,,1.0,,,
2017-06-02,,0.0,,1.0,,,
2017-06-05,,0.0,,1.0,,,
2017-06-06,,0.0,,1.0,,,
2017-06-07,,0.0,,1.0,,,
2017-06-08,,0.0,,1.0,,,
2017-06-09,,0.0,,1.0,,,
2017-06-12,,0.0,,1.0,,,
2017-06-13,,0.0,,1.0,,,
2017-06-14,,0.0,,1.0,,,
2017-06-15,,0.0,,1.0,,,
2017-06-16,,0.0,,1.0,,,
2017-06-19,,0.0,,1.0,,,
2017-06-20,,0.0,,1.0,,,
2017-06-21,,0.0,,1.0,,,
2017-06-22,,0.0,,1.0,,,
2017-06-23,,0.0,,1.0,,,
2017-06-26,,0.0,,1.0,,,
2017-06-27,,0.0,,1.0,,,
2017-06-28,,0.0,,1.0,,,
2017-06-29,,0.0,,1.0,,,
2017-06-30,,0.0,,1.0,,,
2017-07-03,,0.0,,1.0,,,
2017-07-04,,0.0,,1.0,,,
2017-07-05,,0.0,,1.0,,,
2017-07-06,,0.0,,1.0,,,
2017-07-07,,0.0,,1.0,,,
2017-07-10,,0.0,,1.0,,,
2017-07-11,,0.0,,1.0,,,
2017-07-12,,0.0,,1.0,,,
2017-07-13,,0.0,,1.0,,,
2017-07-14,,0.0,,1.0,,,
2017-07-17,,0.0,,1.0,,,
2017-07-18,,0.0,,1.0,,,
2017-07-19,,0.0,,1.0,,,
2017-07-20,,0.0,,1.0,,,
2017-07-21,,0.0,,1.0,,,
2017-07-24,,0.0,,1.0,,,
2017-07-25,,0.0,,1.0,,,
2017-07-26,,0.0,,1.0,,,
2017-07-27,,0.0,,1.0,,,
2017-07-28,,0.0,,1.0,,,
2017-07-31,,0.0,,1.0,,,
2017-08-01,,0.0,,1.0,,,
2017-08-02,,0.0,,1.0,,,
2017-08-03,,0.0,,1.0,,,
2017-08-04,,0.0,,1.0,,,
2017-08-07,,0.0,,1.0,,,
2017-08-08,,0.0,,1.0,,,
2017-08-09,,0.0,,1.0,,,
2017-08-10,,0.0,,1.0,,,
2017-08-11,,0.0,,1.0,,,
2017-08-14,,0.0,,1.0,,,
2017-08-15,,0.0,,1.0,,,
2017-08-16,,0.0,,1.0,,,
2017-08-17,,0.0,,1.0,,,
2017-08-18,,0.0,,1.0,,,
2017-08-21,,0.0,,1.0,,,
2017-08-22,,0.0,,1.0,,,
2017-08-23,,0.0,,1.0,,,
2017-08-24,,0.0,,1.0,,,
2017-08-25,,0.0,,1.0,,,
2017-08-28,,0.0,,1.0,,,
2017-08-29,,0.0,,1.0,,,
2017-08-30,,0.0,,1.0,,,
2017-08-31,,0.0,,1.0,,,
2017-09-01,,0.0,,1.0,,,
2017-09-04,,0.0,,1.0,,,
2017-09-05,,0.0,,1.0,,,
2017-09-06,,0.0,,1.0,,,
2017-09-07,,0.0,,1.0,,,
2017-09-08,,0.0,,1.0,,,
2017-09-11,,0.0,,1.0,,,
2017-09-12,,0.0,,1.0,,,
2017-09-13,,0.0,,1.0,,,
2017-09-14,,0.0,,1.0,,,
2017-09-15,,0.0,,1.0,,,
2017-09-18,,0.0,,1.0,,,
2017-09-19,,0.0,,1.0,,,
2017-09-20,,0.0,,1.0,,,
2017-09-21,,0.0,,1.0,,,
2017-09-22,,0.0,,1.0,,,
2017-09-25,,0.0,,1.0,,,
2017-09-26,,0.0,,1.0,,,
2017-09-27,,0.0,,1.0,,,
2017-09-28,,0.0,,1.0,,,
2017-09-29,,0.0,,1.0,,,
2017-10-09,,0.0,,1.0,,,
2017-10-10,,0.0,,1.0,,,
2017-10-11,,0.0,,1.0,,,
2017-10-12,,0.0,,1.0,,,
2017-10-13,,0.0,,1.0,,,
2017-10-16,,0.0,,1.0,,,
2017-10-17,,0.0,,1.0,,,
2017-10-18,,0.0,,1.0,,,
2017-10-19,,0.0,,1.0,,,
2017-10-20,,0.0,,1.0,,,
2017-10-23,,0.0,,1.0,,,
2017-10-24,,0.0,,1.0,,,
2017-10-25,,0.0,,1.0,,,
2017-10-26,,0.0,,1.0,,,
2017-10-27,,0.0,,1.0,,,
2017-10-30,,0.0,,1.0,,,
2017-10-31,,0.0,,1.0,,,
2017-11-01,,0.0,,1.0,,,
2017-11-02,,0.0,,1.0,,,
2017-11-03,,0.0,,1.0,,,
2017-11-06,,0.0,,1.0,,,
2017-11-07,,0.0,,1.0,,,
2017-11-08,,0.0,,1.0,,,
2017-11-09,,0.0,,1.0,,,
2017-11-10,,0.0,,1.0,,,
2017-11-13,,0.0,,1.0,,,
2017-11-14,,0.0,,1.0,,,
2017-11-15,,0.0,,1.0,,,
2017-11-16,,0.0,,1.0,,,
2017-11-17,,0.0,,1.0,,,
2017-11-20,,0.0,,1.0,,,
2017-11-21,,0.0,,1.0,,,
2017-11-22,,0.0,,1.0,,,
2017-11-23,,0.0,,1.0,,,
2017-11-24,,0.0,,1.0,,,
2017-11-27,,0.0,,1.0,,,
2017-11-28,,0.0,,1.0,,,
2017-11-29,,0.0,,1.0,,,
2017-11-30,,0.0,,1.0,,,
2017-12-01,,0.0,,1.0,,,
2017-12-04,,0.0,,1.0,,,
2017-12-05,,0.0,,1.0,,,
2017-12-06,,0.0,,1.0,,,
2017-12-07,,0.0,,1.0,,,
2017-12-08,,0.0,,1.0,,,
2017-12-11,,0.0,,1.0,,,
2017-12-12,,0.0,,1.0,,,
2017-12-13,,0.0,,1.0,,,
2017-12-14,,0.0,,1.0,,,
2017-12-15,,0.0,,1.0,,,
2017-12-18,,0.0,,1.0,,,
2017-12-19,,0.0,,1.0,,,
2017-12-20,,0.0,,1.0,,,
2017-12-21,,0.0,,1.0,,,
2017-12-22,,0.0,,1.0,,,
2017-12-25,,0.0,,1.0,,,
2017-12-26,,0.0,,1.0,,,
2017-12-27,,0.0,,1.0,,,
2017-12-28,,0.0,,1.0,,,
2017-12-29,,0.0,,1.0,,,
2018-01-02,,0.0,,1.0,,,
2018-01-03,,0.0,,1.0,,,
2018-01-04,,0.0,,1.0,,,
2018-01-05,,0.0,,1.0,,,
2018-01-08,,0.0,,1.0,,,
2018-01-09,,0.0,,1.0,,,
2018-01-10,,0.0,,1.0,,,
2018-01-11,,0.0,,1.0,,,
2018-01-12,,0.0,,1.0,,,
2018-01-15,,0.0,,1.0,,,
2018-01-16,,0.0,,1.0,,,
2018-01-17,,0.0,,1.0,,,
2018-01-18,,0.0,,1.0,,,
2018-01-19,,0.0,,1.0,,,
2018-01-22,,0.0,,1.0,,,
2018-01-23,,0.0,,1.0,,,
2018-01-24,,0.0,,1.0,,,
2018-01-25,,0.0,,1.0,,,
2018-01-26,,0.0,,1.0,,,
2018-01-29,,0.0,,1.0,,,
2018-01-30,,0.0,,1.0,,,
2018-01-31,,0.0,,1.0,,,
2018-02-01,,0.0,,1.0,,,
2018-02-02,,0.0,,1.0,,,
2018-02-05,,0.0,,1.0,,,
2018-02-06,,0.0,,1.0,,,
2018-02-07,,0.0,,1.0,,,
2018-02-08,,0.0,,1.0,,,
2018-02-09,,0.0,,1.0,,,
2018-02-12,,0.0,,1.0,,,
2018-02-13,,0.0,,1.0,,,
2018-02-14,,0.0,,1.0,,,
2018-02-22,,0.0,,1.0,,,
2018-02-23,,0.0,,1.0,,,
2018-02-26,,0.0,,1.0,,,
2018-02-27,,0.0,,1.0,,,
2018-02-28,,0.0,,1.0,,,
2018-03-01,,0.0,,1.0,,,
2018-03-02,,0.0,,1.0,,,
2018-03-05,,0.0,,1.0,,,
2018-03-06,,0.0,,1.0,,,
2018-03-07,,0.0,,1.0,,,
2018-03-08,,0.0,,1.0,,,
2018-03-09,,0.0,,1.0,,,
2018-03-12,,0.0,,1.0,,,
2018-03-13,,0.0,,1.0,,,
2018-03-14,,0.0,,1.0,,,
2018-03-15,,0.0,,1.0,,,
2018-03-16,,0.0,,1.0,,,
2018-03-19,,0.0,,1.0,,,
2018-03-20,,0.0,,1.0,,,
2018-03-21,,0.0,,1.0,,,
2018-03-22,,0.0,,1.0,,,
2018-03-23,,0.0,,1.0,,,
2018-03-26,,0.0,,1.0,,,
2018-03-27,,0.0,,1.0,,,
2018-03-28,,0.0,,1.0,,,
2018-03-29,,0.0,,1.0,,,
2018-03-30,,0.0,,1.0,,,
2018-04-02,,0.0,,1.0,,,
2018-04-03,,0.0,,1.0,,,
2018-04-04,,0.0,,1.0,,,
2018-04-09,,0.0,,1.0,,,
2018-04-10,,0.0,,1.0,,,
2018-04-11,,0.0,,1.0,,,
2018-04-12,,0.0,,1.0,,,
2018-04-13,,0.0,,1.0,,,
2018-04-16,,0.0,,1.0,,,
2018-04-17,,0.0,,1.0,,,
2018-04-18,,0.0,,1.0,,,
2018-04-19,,0.0,,1.0,,,
2018-04-20,,0.0,,1.0,,,
2018-04-23,,0.0,,1.0,,,
2018-04-24,,0.0,,1.0,,,
2018-04-25,,0.0,,1.0,,,
2018-04-26,,0.0,,1.0,,,
2018-04-27,,0.0,,1.0,,,
2018-05-02,,0.0,,1.0,,,
2018-05-03,,0.0,,1.0,,,
2018-05-04,,0.0,,1.0,,,
2018-05-07,,0.0,,1.0,,,
2018-05-08,,0.0,,1.0,,,
2018-05-09,,0.0,,1.0,,,
2018-05-10,,0.0,,1.0,,,
2018-05-11,,0.0,,1.0,,,
2018-05-14,,0.0,,1.0,,,
2018-05-15,,0.0,,1.0,,,
2018-05-16,,0.0,,1.0,,,
2018-05-17,,0.0,,1.0,,,
2018-05-18,,0.0,,1.0,,,
2018-05-21,,0.0,,1.0,,,
2018-05-22,,0.0,,1.0,,,
2018-05-23,,0.0,,1.0,,,
2018-05-24,,0.0,,1.0,,,
2018-05-25,,0.0,,1.0,,,
2018-05-28,,0.0,,1.0,,,
2018-05-29,,0.0,,1.0,,,
2018-05-30,,0.0,,1.0,,,
2018-05-31,,0.0,,1.0,,,
2018-06-01,,0.0,,1.0,,,
2018-06-04,,0.0,,1.0,,,
2018-06-05,,0.0,,1.0,,,
2018-06-06,,0.0,,1.0,,,
2018-06-07,,0.0,,1.0,,,
2018-06-08,,0.0,,1.0,,,
2018-06-11,,0.0,,1.0,,,
2018-06-12,,0.0,,1.0,,,
2018-06-13,,0.0,,1.0,,,
2018-06-14,,0.0,,1.0,,,
2018-06-15,,0.0,,1.0,,,
2018-06-19,,0.0,,1.0,,,
2018-06-20,,0.0,,1.0,,,
2018-06-21,,0.0,,1.0,,,
2018-06-22,,0.0,,1.0,,,
2018-06-25,,0.0,,1.0,,,
2018-06-26,,0.0,,1.0,,,
2018-06-27,,0.0,,1.0,,,
2018-06-28,,0.0,,1.0,,,
2018-06-29,,0.0,,1.0,,,
2018-07-02,,0.0,,1.0,,,
2018-07-03,,0.0,,1.0,,,
2018-07-04,,0.0,,1.0,,,
2018-07-05,,0.0,,1.0,,,
2018-07-06,,0.0,,1.0,,,
2018-07-09,,0.0,,1.0,,,
2018-07-10,,0.0,,1.0,,,
2018-07-11,,0.0,,1.0,,,
2018-07-12,,0.0,,1.0,,,
2018-07-13,,0.0,,1.0,,,
2018-07-16,,0.0,,1.0,,,
2018-07-17,,0.0,,1.0,,,
2018-07-18,,0.0,,1.0,,,
2018-07-19,,0.0,,1.0,,,
2018-07-20,,0.0,,1.0,,,
2018-07-23,,0.0,,1.0,,,
2018-07-24,,0.0,,1.0,,,
2018-07-25,,0.0,,1.0,,,
2018-07-26,,0.0,,1.0,,,
2018-07-27,,0.0,,1.0,,,
2018-07-30,,0.0,,1.0,,,
2018-07-31,,0.0,,1.0,,,
2018-08-01,,0.0,,1.0,,,
2018-08-02,,0.0,,1.0,,,
2018-08-03,,0.0,,1.0,,,
2018-08-06,,0.0,,1.0,,,
2018-08-07,,0.0,,1.0,,,
2018-08-08,,0.0,,1.0,,,
2018-08-09,,0.0,,1.0,,,
2018-08-10,,0.0,,1.0,,,
2018-08-13,,0.0,,1.0,,,
2018-08-14,,0.0,,1.0,,,
2018-08-15,,0.0,,1.0,,,
2018-08-16,,0.0,,1.0,,,
2018-08-17,,0.0,,1.0,,,
2018-08-20,,0.0,,1.0,,,
2018-08-21,,0.0,,1.0,,,
2018-08-22,,0.0,,1.0,,,
2018-08-23,,0.0,,1.0,,,
2018-08-24,,0.0,,1.0,,,
2018-08-27,,0.0,,1.0,,,
2018-08-28,,0.0,,1.0,,,
2018-08-29,,0.0,,1.0,,,
2018-08-30,,0.0,,1.0,,,
2018-08-31,,0.0,,1.0,,,
2018-09-03,,0.0,,1.0,,,
2018-09-04,,0.0,,1.0,,,
2018-09-05,,0.0,,1.0,,,
2018-09-06,,0.0,,1.0,,,
2018-09-07,,0.0,,1.0,,,
2018-09-10,,0.0,,1.0,,,
2018-09-11,,0.0,,1.0,,,
2018-09-12,,0.0,,1.0,,,
2018-09-13,,0.0,,1.0,,,
2018-09-14,,0.0,,1.0,,,
2018-09-17,,0.0,,1.0,,,
2018-09-18,,0.0,,1.0,,,
2018-09-19,,0.0,,1.0,,,
2018-09-20,,0.0,,1.0,,,
2018-09-21,,0.0,,1.0,,,
2018-09-25,,0.0,,1.0,,,
2018-09-26,,0.0,,1.0,,,
2018-09-27,,0.0,,1.0,,,
2018-09-28,,0.0,,1.0,,,
2018-10-08,,0.0,,1.0,,,
2018-10-09,,0.0,,1.0,,,
2018-10-10,,0.0,,1.0,,,
2018-10-11,,0.0,,1.0,,,
2018-10-12,,0.0,,1.0,,,
2018-10-15,,0.0,,1.0,,,
2018-10-16,,0.0,,1.0,,,
2018-10-17,,0.0,,1.0,,,
2018-10-18,,0.0,,1.0,,,
2018-10-19,,0.0,,1.0,,,
2018-10-22,,0.0,,1.0,,,
2018-10-23,,0.0,,1.0,,,
2018-10-24,,0.0,,1.0,,,
2018-10-25,,0.0,,1.0,,,
2018-10-26,,0.0,,1.0,,,
2018-10-29,,0.0,,1.0,,,
2018-10-30,,0.0,,1.0,,,
2018-10-31,,0.0,,1.0,,,
2018-11-01,,0.0,,1.0,,,
2018-11-02,,0.0,,1.0,,,
2018-11-05,,0.0,,1.0,,,
2018-11-06,,0.0,,1.0,,,
2018-11-07,,0.0,,1.0,,,
2018-11-08,,0.0,,1.0,,,
2018-11-09,,0.0,,1.0,,,
2018-11-12,,0.0,,1.0,,,
2018-11-13,,0.0,,1.0,,,
2018-11-14,,0.0,,1.0,,,
2018-11-15,,0.0,,1.0,,,
2018-11-16,,0.0,,1.0,,,
2018-11-19,,0.0,,1.0,,,
2018-11-20,,0.0,,1.0,,,
2018-11-21,,0.0,,1.0,,,
2018-11-22,,0.0,,1.0,,,
2018-11-23,,0.0,,1.0,,,
2018-11-26,,0.0,,1.0,,,
2018-11-27,,0.0,,1.0,,,
2018-11-28,,0.0,,1.0,,,
2018-11-29,,0.0,,1.0,,,
2018-11-30,,0.0,,1.0,,,
2018-12-03,,0.0,,1.0,,,
2018-12-04,,0.0,,1.0,,,
2018-12-05,,0.0,,1.0,,,
2018-12-06,,0.0,,1.0,,,
2018-12-07,,0.0,,1.0,,,
2018-12-10,,0.0,,1.0,,,
2018-12-11,,0.0,,1.0,,,
2018-12-12,,0.0,,1.0,,,
2018-12-13,,0.0,,1.0,,,
2018-12-14,,0.0,,1.0,,,
2018-12-17,,0.0,,1.0,,,
2018-12-18,,0.0,,1.0,,,
2018-12-19,,0.0,,1.0,,,
2018-12-20,,0.0,,1.0,,,
2018-12-21,,0.0,,1.0,,,
2018-12-24,,0.0,,1.0,,,
2018-12-25,,0.0,,1.0,,,
2018-12-26,,0.0,,1.0,,,
2018-12-27,,0.0,,1.0,,,
2018-12-28,,0.0,,1.0,,,
2019-01-02,-0.0005,0.0,0.0005,1.0,True,False,1.0
2019-01-03,0.00195025,0.00195025,0.0,1.0,True,False,0.0
2019-01-04,-0.00035174999999999996,-0.00035174999999999996,0.0,1.0,True,False,0.0
2019-01-07,-0.0017104999999999998,-0.0015854999999999999,0.000125,1.0,True,False,0.25
2019-01-08,-0.0030123750000000003,-0.002762375,0.00025,1.0,True,False,0.5
2019-01-09,-0.001536875,-0.001536875,0.0,1.0,True,False,0.0
2019-01-10,-0.0021495,-0.0020245,0.000125,1.0,True,False,0.25
2019-01-11,0.003426624999999999,0.0036766249999999993,0.00025,1.0,True,False,0.5
2019-01-14,-0.00227225,-0.00227225,0.0,1.0,True,False,0.0
2019-01-15,0.0017417500000000002,0.0017417500000000002,0.0,1.0,True,False,0.0
2019-01-16,-0.0015582500000000002,-0.00143325,0.000125,1.0,True,False,0.25
2019-01-17,-0.0028364999999999996,-0.0025865,0.00025,1.0,True,False,0.5
2019-01-18,0.0050855,0.0052105,0.000125,1.0,True,False,0.25
2019-01-21,-0.0013237500000000003,-0.0010737500000000003,0.00025,1.0,True,False,0.5
2019-01-22,-0.011484875,-0.011234875,0.00025,1.0,True,False,0.5
2019-01-23,0.0016629999999999998,0.0019129999999999998,0.00025,1.0,True,False,0.5
2019-01-24,0.00739375,0.00751875,0.000125,1.0,True,False,0.25
2019-01-25,0.00353,0.0036550000000000003,0.000125,1.0,True,False,0.25
2019-01-28,-0.001708875,-0.001708875,0.0,1.0,True,False,0.0
2019-01-29,-0.0048275,-0.0047025,0.000125,1.0,True,False,0.25
2019-01-30,-0.00026687499999999986,-0.00026687499999999986,0.0,1.0,True,False,0.0
2019-01-31,0.004139375000000001,0.004264375000000001,0.000125,1.0,True,False,0.25
2019-02-01,0.016869999999999996,0.017119999999999996,0.00025,1.0,True,False,0.5
2019-02-11,0.008772,0.008897,0.000125,1.0,True,False,0.25
2019-02-12,0.008742,0.008867,0.000125,1.0,True,False,0.25
2019-02-13,0.01119475,0.01131975,0.000125,1.0,True,False,0.25
2019-02-14,-0.0010217499999999999,-0.0010217499999999999,0.0,1.0,True,False,0.0
2019-02-15,-0.01398625,-0.01386125,0.000125,1.0,True,False,0.25
2019-02-18,0.031432,0.031557,0.000125,1.0,True,False,0.25
2019-02-19,0.002719125,0.0028441250000000003,0.000125,1.0,True,False,0.25
2019-02-20,-0.0034962500000000002,-0.0034962500000000002,0.0,1.0,True,False,0.0
2019-02-21,-0.01074375,-0.01074375,0.0,1.0,True,False,0.0
2019-02-22,0.01727775,0.01727775,0.0,1.0,True,False,0.0
2019-02-25,0.06047725,0.06047725,0.0,1.0,True,False,0.0
2019-02-26,-0.013074500000000001,-0.013074500000000001,0.0,1.0,True,False,0.0
2019-02-27,0.0066022500000000005,0.0066022500000000005,0.0,1.0,True,False,0.0
2019-02-28,0.0032622500000000004,0.0032622500000000004,0.0,1.0,True,False,0.0
2019-03-01,0.011897250000000002,0.011897250000000002,0.0,1.0,True,False,0.0
2019-03-04,0.01903175,0.01903175,0.0,1.0,True,False,0.0
2019-03-05,0.009322,0.009322,0.0,1.0,True,False,0.0
2019-03-06,0.0051937500000000004,0.0051937500000000004,0.0,1.0,True,False,0.0
2019-03-07,-0.013271499999999999,-0.013271499999999999,0.0,1.0,True,False,0.0
2019-03-08,-0.03284221218253276,-0.032580000000000005,0.0002622121825327592,0.9511512698689633,True,False,0.5244243650655184
2019-03-11,0.024156108842599555,0.024402261404123188,0.00024615256152363366,0.9176922936433919,True,False,0.4923051230472673
2019-03-12,0.012840506102335711,0.012844709611053145,4.2035087174345235e-06,0.9092852762085228,True,False,0.008407017434869046
2019-03-13,6.819164108494476e-07,6.819639571558397e-07,4.754630639203228e-11,0.9092853713011356,True,False,9.509261278406456e-08
2019-03-14,-0.012048445516504363,-0.012043257421540715,5.188094963647972e-06,0.8989091813738397,True,False,0.010376189927295942
2019-03-15,0.010837995111925784,0.010840844727368506,2.849615442721387e-06,0.8932099504883969,True,False,0.005699230885442774
2019-03-18,0.02345147158234779,0.023465741911768298,1.4270329420507322e-05,0.8646692916473823,True,False,0.028540658841014643
2019-03-19,-0.001518320664850328,-0.001518143108809891,1.7755604043717678e-07,0.8643141795665079,True,False,0.00035511208087435353
2019-03-20,-0.0014688544161197466,-0.0014686858696283884,1.6854649135839006e-07,0.8639770865837911,True,False,0.0003370929827167801
2019-03-21,0.00020194141197270397,0.00020195464398896115,1.3232016257191948e-08,0.8640035506163055,True,False,2.6464032514383895e-05
2019-03-22,0.0027554995228594335,0.0027555233238030527,2.3800943619201044e-08,0.8639559487290671,True,False,4.7601887238402085e-05
2019-03-25,-0.0034745691247440994,-0.003473966869839578,6.022549045211489e-07,0.8627514389200248,True,False,0.0012045098090422979
2019-03-26,-0.018191936964676303,-0.017971112472704116,0.00022082449197218646,0.8422049099513038,True,False,0.4416489839443729
2019-03-27,0.00477104766045174,0.004771406641715367,3.5898126362732264e-07,0.8414869474240492,True,False,0.0007179625272546453
2019-03-28,-0.005168011984446987,-0.005166940228920518,1.071755526468321e-06,0.8393434363711125,True,False,0.002143511052936642
2019-03-29,0.02239451234982519,0.022505630313207278,0.00011111796338208716,0.8145433010283202,True,False,0.2222359267641743
2019-04-01,0.023797407269898097,0.02390928951508428,0.00011188224518618575,0.7877050808745982,True,False,0.2237644903723715
2019-04-02,-0.00024341958271186933,-0.00024340086999025102,1.8712721618296958e-08,0.7876676554313616,True,False,3.7425443236593914e-05
2019-04-03,0.0037907332214356373,0.0037908475086772856,1.1428724164824767e-07,0.7874390809480651,True,False,0.00022857448329649532
2019-04-04,0.0006238105406711527,0.0007222784969996128,9.846795632846011e-05,0.7875152233679691,True,False,0.19693591265692023
2019-04-08,-0.007290963929953028,-0.00728904402868808,1.9199012649477875e-06,0.7836754208380735,True,False,0.003839802529895575
2019-04-09,0.007462447952059015,0.007560900460245733,9.845250818671845e-05,0.7817030985102364,True,False,0.1969050163734369
2019-04-10,0.0007965154145249924,0.000796555457381931,4.004285693853804e-08,0.7817831842241135,True,False,8.008571387707608e-05
2019-04-11,-0.015301600264793174,-0.01519864688450099,0.00010295338029218375,0.7678352315196614,True,False,0.2059067605843675
2019-04-12,-0.0013068166676938428,-0.0012107801807025663,9.603648699127656e-05,0.7676068993143859,True,False,0.1920729739825531
2019-04-15,-0.005187543064396287,-0.005186527916942476,1.0151474538114825e-06,0.7655766044067629,True,False,0.002030294907622965
2019-04-16,0.01634866431285023,0.01635443881748837,5.774504638139666e-06,0.7540275951304836,True,False,0.011549009276279332
2019-04-17,-0.0030148386068384807,-0.0030144138184328905,4.247884055899598e-07,0.7531780183193036,True,False,0.0008495768111799196
2019-04-18,-0.0016942655688316054,-0.0016940856577046936,1.7991112691179146e-07,0.7528181960654801,True,False,0.0003598222538235829
2019-04-19,0.0021381738381240083,0.0021381918813749797,1.8043250971599977e-08,0.7528542825674233,True,False,3.6086501943199956e-05
2019-04-22,-0.015330897595633313,-0.015324160708089259,6.736887544054049e-06,0.7393805074793152,True,False,0.013473775088108098
2019-04-23,-0.0061523668866413994,-0.0061510912868472925,1.275599794107185e-06,0.7368293078911008,True,False,0.00255119958821437
2019-04-24,0.0016339052155685512,0.001818126317221291,0.0001842211016527398,0.73685685725103,True,False,0.3684422033054796
2019-04-25,-0.00873107601047118,-0.008637251866482261,9.38241439889192e-05,0.7322780923642555,True,False,0.18764828797783842
2019-04-26,-0.009766142481936135,-0.009490873285610024,0.00027526919632611153,0.7269587988481298,True,False,0.550538392652223
2019-04-29,0.006103915058190161,0.006376700843796082,0.00027278578560592184,0.7255489105451443,True,False,0.5455715712118436
2019-04-30,0.002188255514204155,0.002460336355658584,0.00027208084145442915,0.7254863888909298,True,False,0.5441616829088582
2019-05-06,-0.0019474826285022426,-0.0019472961535818671,1.8647492037543458e-07,0.7251134390501789,True,False,0.0003729498407508691
2019-05-07,-0.00040570966316047155,-0.0003150617892673027,9.064787389316882e-05,0.725078663002593,True,False,0.18129574778633764
2019-05-08,-0.0006498655300336941,-0.0004685820859654256,0.00018128344406826859,0.7250235497321118,True,False,0.36256688813653715
2019-05-09,-2.546942402071731e-05,6.516149153217355e-05,9.063091555289086e-05,0.7250294934048656,True,False,0.1812618311057817
